"objectIdFieldName","uniqueIdField__name","uniqueIdField__isSystemMaintained","globalIdFieldName","geometryType","spatialReference__wkid","spatialReference__latestWkid","transform__originPosition","transform__scale","transform__translate","fields__name","fields__type","fields__alias","fields__sqlType","fields__length","fields__domain","fields__defaultValue","exceededTransferLimit","features__attributes__OBJECTID","features__attributes__PID","features__attributes__Prop_Addr","features__attributes__Prop_Num","features__attributes__Prop_Dir","features__attributes__PropStreet","features__attributes__Prop_Zip","features__attributes__OwnerName","features__attributes__OwnerAddr","features__attributes__OwnerCity","features__attributes__OwnerState","features__attributes__OwnerZip","features__attributes__TaxPName","features__attributes__TaxPAddres","features__attributes__TaxPCity","features__attributes__TaxPState","features__attributes__TaxPZip","features__attributes__Homestead","features__attributes__TaxExempt","features__attributes__SEV","features__attributes__Zoning_Dis","features__attributes__WARDx","features__attributes__PRECINCTx","features__attributes__TAXSTATx","features__attributes__Land_Usex","features__attributes__ECF","features__attributes__OwnerCode","features__attributes__Class","features__attributes__ParcelTxt","features__attributes__PIDdash","features__attributes__HCond2014","features__attributes__CCond2013","features__attributes__HCond2012","features__attributes__DPVACT","features__attributes__DPVNOST","features__attributes__CenTract","features__attributes__CenBlock","features__attributes__lowmod_pct","features__attributes__MP_Landuse","features__attributes__DRAFT_Zone"
"","","","","","","","","","","","","","","","","","","427","4731278026","JAMES P COLE BLVD","0"," ","JAMES P COLE BLVD","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","13","CITY MISC","Public","000","City Owned","RW","4731278026","47-31-278-026"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","428","4105106002","LEITH ST","0"," ","LEITH ST","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","19","CITY MISC","Public","000","City Owned","RW","4105106002","41-05-106-002"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","429","4636405024","DAMON ST","0"," ","DAMON ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","3","15","CITY MISC","Public","000","City Owned","RW","4636405024","46-36-405-024"," "," "," "," "," ","000800","2","0.8"," "," "
"","","","","","","","","","","","","","","","","","","430","4118283021","LAPEER ST","0"," ","LAPEER ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118283021","41-18-283-021"," "," "," "," "," ","002900","2","0.6596"," "," "
"","","","","","","","","","","","","","","","","","","431","4636413017","EDMUND ST","0"," ","EDMUND ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","3","15","CITY MISC","Public","000","City Owned","RW","4636413017","46-36-413-017"," "," "," "," "," ","000800","2","0.8"," "," "
"","","","","","","","","","","","","","","","","","","432","4636410019","E MYRTLE AVE","0","E","MYRTLE AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","3","15","CITY MISC","Public","000","City Owned","RW","4636410019","46-36-410-019"," "," "," "," "," ","000800","2","0.8"," "," "
"","","","","","","","","","","","","","","","","","","433","4117304016","MENLO ST","0"," ","MENLO ST","48503","MICH STATE HWY COMM","MENLO ST","FLINT","MI","48503","MICH STATE HWY COMM","MENLO ST","FLINT","MI","48503","0","1","0","ROW","7"," ","STATE ROAD","Public","000","State Owned","RW","4117304016","41-17-304-016"," "," "," "," "," ","003200","3","0.2857"," "," "
"","","","","","","","","","","","","","","","","","","434","4104478022","DAVISON RD","0"," ","DAVISON RD","48506","STATE OF MICHIGAN","DAVISON RD","FLINT","MI","48506","STATE OF MICHIGAN","DAVISON RD","FLINT","MI","48506","0","1","0","ROW","4","25","STATE ROAD","Public","000","State Owned","RW","4104478022","41-04-478-022"," "," "," "," "," ","002700","3","0.5953"," "," "
"","","","","","","","","","","","","","","","","","","435","4119231020","ORVILLE ST","0"," ","ORVILLE ST","48503","MICH STATE HWY COMM","ORVILLE ST","FLINT","MI","48503","MICH STATE HWY COMM","ORVILLE ST","FLINT","MI","48503","0","1","0","B","9"," ","STATE ROAD","Public","000","State Owned","RW","4119231020","41-19-231-020"," "," "," "," "," ","003800","2","0.7605"," "," "
"","","","","","","","","","","","","","","","","","","436","4011428037","DUPONT ST","0"," ","DUPONT ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4011428037","40-11-428-037"," "," "," "," "," ","001500","1","0.8308"," "," "
"","","","","","","","","","","","","","","","","","","437","4732303001","E STEWART AVE","0","E","STEWART AVE","48505","STATE OF MICHIGAN","E STEWART AVE","FLINT","MI","48505","STATE OF MICHIGAN","E STEWART AVE","FLINT","MI","48505","0","1","0","ROW","3"," ","STATE ROAD","Public","000","State Owned","RW","4732303001","47-32-303-001"," "," "," "," "," ","001800","2","0.9667"," "," "
"","","","","","","","","","","","","","","","","","","438","4118202001","E SECOND ST","0","E","SECOND ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118202001","41-18-202-001"," "," "," "," "," ","002900","1","0.7317"," "," "
"","","","","","","","","","","","","","","","","","","439","4118206033","E COURT ST","0","E","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118206033","41-18-206-033"," "," "," "," "," ","002900","1","0.7317"," "," "
"","","","","","","","","","","","","","","","","","","440","4108327001","ROBERT T LONGWAY","0"," ","ROBERT T LONGWAY","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7","43","COUNTY","Public","000","City Owned","RW","4108327001","41-08-327-001"," "," "," "," "," ","003000","1","0.2606"," "," "
"","","","","","","","","","","","","","","","","","","441","4014156021","BEECHER RD","0"," ","BEECHER RD","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4014156021","40-14-156-021"," "," "," "," "," ","001600","4","0.3231"," "," "
"","","","","","","","","","","","","","","","","","","442","4001230001","BUICK ST","0"," ","BUICK ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","17","CITY MISC","Public","000","City Owned","RW","4001230001","40-01-230-001"," "," "," "," "," ","001100","1","0.7574"," "," "
"","","","","","","","","","","","","","","","","","","443","4119207041","MONROE ST","0"," ","MONROE ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","9"," ","CITY MISC","Public","000","City Owned","RW","4119207041","41-19-207-041"," "," "," "," "," ","003800","2","0.7605","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","444","4014453001","W COURT ST","0","W","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RW","4014453001","40-14-453-001"," "," "," "," "," ","003700","2","0.7012"," "," "
"","","","","","","","","","","","","","","","","","","445","4626101048","CLIO RD","0"," ","CLIO RD","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","1","2","CITY MISC","Public","000","City Owned","RW","4626101048","46-26-101-048"," "," "," "," "," ","000100","1","0.743"," "," "
"","","","","","","","","","","","","","","","","","","446","4104204001","WYOMING AVE","0"," ","WYOMING AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RW","4104204001","41-04-204-001"," "," "," "," "," ","002400","3","0.4326"," "," "
"","","","","","","","","","","","","","","","","","","447","4119126001","STOCKTON ST","0"," ","STOCKTON ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","9"," ","CITY MISC","Public","000","City Owned","RW","4119126001","41-19-126-001"," "," "," "," "," ","003800","1","0.5"," "," "
"","","","","","","","","","","","","","","","","","","448","4118302021","W FIFTH ST","0","W","FIFTH ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5","33","CITY MISC","Public","000","City Owned","RW","4118302021","41-18-302-021"," "," "," "," "," ","002800","3","0.7881"," "," "
"","","","","","","","","","","","","","","","","","","449","4118484025","LIPPINCOTT BLVD","0"," ","LIPPINCOTT BLVD","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118484025","41-18-484-025"," "," "," "," "," ","003200","4","0.5593"," "," "
"","","","","","","","","","","","","","","","","","","450","4118259033","LAPEER ST","0"," ","LAPEER ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118259033","41-18-259-033"," "," "," "," "," ","002900","2","0.6596"," "," "
"","","","","","","","","","","","","","","","","","","451","4108284001","N DORT HWY","0","N","DORT HWY","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","COUNTY","Public","000","City Owned","RW","4108284001","41-08-284-001"," "," "," "," "," ","002600","5","0.6667"," "," "
"","","","","","","","","","","","","","","","","","","452","4001226001","BUICK ST","0"," ","BUICK ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","17","CITY MISC","Public","000","City Owned","RW","4001226001","40-01-226-001"," "," "," "," "," ","001100","1","0.7574"," "," "
"","","","","","","","","","","","","","","","","","","453","4119208023","BARTON ST","0"," ","BARTON ST","48503","STATE OF MICHIGAN","BARTON ST","FLINT","MI","48503","STATE OF MICHIGAN","BARTON ST","FLINT","MI","48503","0","1","0","ROW","9"," ","STATE ROAD","Public","000","State Owned","RW","4119208023","41-19-208-023"," "," "," "," "," ","003800","2","0.7605"," "," "
"","","","","","","","","","","","","","","","","","","454","4025285031","W HEMPHILL RD","0","W","HEMPHILL RD","48507","BD OF CO ROAD COMM","211 OAKLEY ST","FLINT","MI","48503","BD OF CO ROAD COMM","211 OAKLEY ST","FLINT","MI","48503","0","1","0","ROW","8"," ","COUNTY","Public","000","Privately Owned","RW","4025285031","40-25-285-031"," "," "," "," "," ","013500","3","0.6692"," "," "
"","","","","","","","","","","","","","","","","","","455","4117303026","BROOKSIDE DR","0"," ","BROOKSIDE DR","48503","MICH STATE HWY COMM","BROOKSIDE DR","FLINT","MI","48503","MICH STATE HWY COMM","BROOKSIDE DR","FLINT","MI","48503","0","1","0","ROW","7"," ","STATE ROAD","Public","000","State Owned","RW","4117303026","41-17-303-026"," "," "," "," "," ","003200","1","0.7764"," "," "
"","","","","","","","","","","","","","","","","","","456","4001228001","BUICK ST","0"," ","BUICK ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","17","CITY MISC","Public","000","City Owned","RW","4001228001","40-01-228-001"," "," "," "," "," ","001100","1","0.7574"," "," "
"","","","","","","","","","","","","","","","","","","457","4011477020","DUPONT ST","0"," ","DUPONT ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4011477020","40-11-477-020"," "," "," "," "," ","001600","2","0.4272"," "," "
"","","","","","","","","","","","","","","","","","","458","4015479025","S BALLENGER HWY","0","S","BALLENGER HWY","48532","GEN COUNTY COURT HOUSE","COMPTROLLER","FLINT","MI","48502","GEN COUNTY COURT HOUSE","COMPTROLLER","FLINT","MI","48502","0","1","0","ROW","8"," ","COUNTY","Public","000","Privately Owned","RW","4015479025","40-15-479-025"," "," "," "," "," ","003600","1","0.4847"," "," "
"","","","","","","","","","","","","","","","","","","459","4635252011","FLEMING RD","0"," ","FLEMING RD","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","2","9","CITY MISC","Public","000","City Owned","RW","4635252011","46-35-252-011"," "," "," "," "," ","000500","3","0.5315"," "," "
"","","","","","","","","","","","","","","","","","","460","4104204035","LEITH ST","0"," ","LEITH ST","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","4"," ","CITY MISC","Public","000","City Owned","RW","4104204035","41-04-204-035"," "," "," "," "," ","002400","3","0.4326","Traditional Neighborhood"," "
"","","","","","","","","","","","","","","","","","","461","4015435005","MINNIE ST","0"," ","MINNIE ST","48532","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4015435005","40-15-435-005"," "," "," "," "," ","001600","4","0.3231"," "," "
"","","","","","","","","","","","","","","","","","","462","4118438001","LIBERTY ST","0"," ","LIBERTY ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118438001","41-18-438-001"," "," "," "," "," ","003200","1","0.7764","Traditional Neighborhood"," "
"","","","","","","","","","","","","","","","","","","463","4014226015","PERRY ST","0"," ","PERRY ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4014226015","40-14-226-015"," "," "," "," "," ","001600","2","0.4272"," "," "
"","","","","","","","","","","","","","","","","","","464","4635102003","CLIO RD","0"," ","CLIO RD","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","2","8","CITY MISC","Public","000","City Owned","RW","4635102003","46-35-102-003"," "," "," "," "," ","000500","1","0.3179"," "," "
"","","","","","","","","","","","","","","","","","","465","4116326008","LAPEER RD","0"," ","LAPEER RD","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4116326008","41-16-326-008"," "," "," "," "," ","003100","2","0.6652"," "," "
"","","","","","","","","","","","","","","","","","","466","4024455048","W ATHERTON RD","0","W","ATHERTON RD","48507","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","8"," ","CITY MISC","Public","000","City Owned","RW","4024455048","40-24-455-048"," "," "," "," "," ","013500","2","0.779"," "," "
"","","","","","","","","","","","","","","","","","","467","4024454058","WALDMAN AVE","0"," ","WALDMAN AVE","48507","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","8"," ","CITY MISC","Public","000","City Owned","RW","4024454058","40-24-454-058"," "," "," "," "," ","013500","2","0.779"," "," "
"","","","","","","","","","","","","","","","","","","468","4106227073","EVERETT ST","0"," ","EVERETT ST","48505","MICH STATE HWY COMM","EVERETT ST","FLINT","MI","48505","MICH STATE HWY COMM","EVERETT ST","FLINT","MI","48505","0","1","0","ROW","3"," ","STATE ROAD","Public","000","State Owned","RW","4106227073","41-06-227-073"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","469","4015487033","S BALLENGER HWY","0","S","BALLENGER HWY","48532","COUNTY OF GENESEE","S BALLENGER HWY","FLINT","MI","48532","COUNTY OF GENESEE","S BALLENGER HWY","FLINT","MI","48532","0","1","0","ROW","8"," ","COUNTY","Public","000","Privately Owned","RW","4015487033","40-15-487-033"," "," "," "," "," ","003600","1","0.4847"," "," "
"","","","","","","","","","","","","","","","","","","470","4117352017","STANFORD AVE","0"," ","STANFORD AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4117352017","41-17-352-017"," "," "," "," "," ","003200","1","0.7764"," "," "
"","","","","","","","","","","","","","","","","","","471","4120301003","PEER AVE","0"," ","PEER AVE","48503","MICH STATE HWY COMM","PEER AVE","FLINT","MI","48503","MICH STATE HWY COMM","PEER AVE","FLINT","MI","48503","0","1","0","ROW","9"," ","STATE ROAD","Public","000","State Owned","RW","4120301003","41-20-301-003"," "," "," "," "," ","003300","1","0.5"," "," "
"","","","","","","","","","","","","","","","","","","472","4107253001","ROBERT T LONGWAY","0"," ","ROBERT T LONGWAY","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4107253001","41-07-253-001"," "," "," "," "," ","002600","1","0.844"," "," "
"","","","","","","","","","","","","","","","","","","473","4729353004","E PIERSON RD","0","E","PIERSON RD","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","14","CITY MISC","Public","000","City Owned","RW","4729353004","47-29-353-004"," "," "," "," "," ","001700","2","0.8808"," "," "
"","","","","","","","","","","","","","","","","","","474","4105456001","BROADWAY BLVD","0"," ","BROADWAY BLVD","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RW","4105456001","41-05-456-001"," "," "," "," "," ","002300","1","0.6019"," "," "
"","","","","","","","","","","","","","","","","","","475","4024453066","PETTIBONE AVE","0"," ","PETTIBONE AVE","48507","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","8"," ","CITY MISC","Public","000","City Owned","RW","4024453066","40-24-453-066"," "," "," "," "," ","013500","2","0.779"," "," "
"","","","","","","","","","","","","","","","","","","476","4626301027","CLIO RD","0"," ","CLIO RD","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","2","13","CITY MISC","Public","000","City Owned","RW","4626301027","46-26-301-027"," "," "," "," "," ","000100","1","0.743"," "," "
"","","","","","","","","","","","","","","","","","","477","4105455001","BROADWAY BLVD","0"," ","BROADWAY BLVD","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RW","4105455001","41-05-455-001"," "," "," "," "," ","002300","1","0.6019"," "," "
"","","","","","","","","","","","","","","","","","","478","4121351026","E ATHERTON RD","0","E","ATHERTON RD","48507","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","9"," ","CITY MISC","Public","000","City Owned","RW","4121351026","41-21-351-026"," "," "," "," "," ","003400","2","0.8315","Green Neighborhood"," "
"","","","","","","","","","","","","","","","","","","479","4729351004","N DORT HWY","0","N","DORT HWY","48505","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48505","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48505","0","1","0","ROW","3","14","STATE ROAD","Public","000","State Owned","RW","4729351004","47-29-351-004"," "," "," "," "," ","001800","2","0.9667"," "," "
"","","","","","","","","","","","","","","","","","","480","4117352005","STANLEY ST","0"," ","STANLEY ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4117352005","41-17-352-005"," "," "," "," "," ","003200","1","0.7764"," "," "
"","","","","","","","","","","","","","","","","","","481","4116228044","E COURT ST","0","E","COURT ST","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4116228044","41-16-228-044"," "," "," "," "," ","003100","2","0.6652"," "," "
"","","","","","","","","","","","","","","","","","","482","4104279033","MARYLAND AVE","0"," ","MARYLAND AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RW","4104279033","41-04-279-033"," "," "," "," "," ","002700","2","0.4894"," "," "
"","","","","","","","","","","","","","","","","","","483","4024352007","W ATHERTON RD","0","W","ATHERTON RD","48507","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RW","4024352007","40-24-352-007"," "," "," "," "," ","013500","2","0.779"," "," "
"","","","","","","","","","","","","","","","","","","484","4014227017","PERRY ST","0"," ","PERRY ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4014227017","40-14-227-017"," "," "," "," "," ","001600","3","0.5079"," "," "
"","","","","","","","","","","","","","","","","","","485","4118407026","HARRISON ST","0"," ","HARRISON ST","48503","MARVE, EUGENE R","1401 S SAGINAW ST","FLINT","MI","48503","MARVE, EUGENE R","1401 S SAGINAW ST","FLINT","MI","48503","0","0","1300","D-6","7"," ","TAXABLE","Residential","415","Privately Owned","RW","4118407026","41-18-407-026"," "," "," "," "," ","003800","1","0.5","Green Neighborhood","GN-2"
"","","","","","","","","","","","","","","","","","","486","4013106026","MATHEWSON ST","0"," ","MATHEWSON ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4013106026","40-13-106-026"," "," "," "," "," ","001500","3","0.713"," "," "
"","","","","","","","","","","","","","","","","","","487","4730409032","HORTON AVE","0"," ","HORTON AVE","48505","MICHIGAN DEPT OF TRANSPORTATION","P O BOX 30050","LANSING","MI","48909","MICHIGAN DEPT OF TRANSPORTATION","P O BOX 30050","LANSING","MI","48909","0","1","0","ROW","3","13","STATE ROAD","Public","000","Privately Owned","RW","4730409032","47-30-409-032"," "," "," "," "," ","001700","2","0.8808"," "," "
"","","","","","","","","","","","","","","","","","","488","4013151005","N CHEVROLET AVE","0","N","CHEVROLET AVE","48504","RACER PROPERTIES, LLC","500 WOODWARD AVE STE 1510","DETROIT","MI","48009","RACER PROPERTIES, LLC","500 WOODWARD AVE STE 1510","DETROIT","MI","48009","0","1","0","ROW","6"," ","CITY STREE","Public","000","Privately Owned","RW","4013151005","40-13-151-005"," "," "," "," "," ","001600","3","0.5079"," "," "
"","","","","","","","","","","","","","","","","","","489","4117402002","SEYMOUR ST","0"," ","SEYMOUR ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4117402002","41-17-402-002"," "," "," "," "," ","003200","3","0.2857"," "," "
"","","","","","","","","","","","","","","","","","","490","4118308027","W SEVENTH ST","0","W","SEVENTH ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","C-1","9"," ","CITY MISC","Public","000","City Owned","RW","4118308027","41-18-308-027"," "," "," "," "," ","002800","3","0.7881"," "," "
"","","","","","","","","","","","","","","","","","","491","4732151002","N DORT HWY","0","N","DORT HWY","48505","MICH STATE HWY COMM","N DORT HWY","FLINT","MI","48505","MICH STATE HWY COMM","N DORT HWY","FLINT","MI","48505","0","1","0","ROW","3","13","STATE ROAD","Public","000","State Owned","RW","4732151002","47-32-151-002"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","492","4107251001","GENESERET ST","0"," ","GENESERET ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","COUNTY","Public","000","City Owned","RW","4107251001","41-07-251-001"," "," "," "," "," ","002600","1","0.844"," "," "
"","","","","","","","","","","","","","","","","","","493","4626276017","DUPONT ST","0"," ","DUPONT ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","1","13","CITY MISC","Public","000","City Owned","RW","4626276017","46-26-276-017"," "," "," "," "," ","000100","3","0.6608"," "," "
"","","","","","","","","","","","","","","","","","","494","4107180006","E FIFTH AVE","0","E","FIFTH AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","FEDERAL","Public","000","City Owned","RW","4107180006","41-07-180-006"," "," "," "," "," ","002600","1","0.844"," "," "
"","","","","","","","","","","","","","","","","","","495","4626101008","CLIO RD","0"," ","CLIO RD","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","C-1","1","1","CITY MISC","Public","000","City Owned","RW","4626101008","46-26-101-008"," "," "," "," "," ","000100","1","0.743"," "," "
